id,state,apmc,commodity,min_price,modal_price,max_price,commodity_arrivals,commodity_traded,created_at,status,Commodity_Uom
28214293,RAJASTHAN,NAWALGARH,GUAR SEEDS,4800,4800,4800,263,263,2024-11-27,1,Qui
28214152,RAJASTHAN,MANDAWARI,WHEAT,2473,2658,2700,143,260,2024-11-27,1,Qui
28217277,UTTAR PRADESH,BANDA,PADDY 1001,3360,3400,3400,260,260,2024-11-27,1,Qui
28203643,GUJARAT,DEHGAM,PADDY,2400,2670,2670,259,259,2024-11-27,1,Qui
28212959,RAJASTHAN,GOLUWALA,GREEN GRAM,4947,6471,6790,259,259,2024-11-27,1,Qui
28214493,RAJASTHAN,PALSANA,BAJRA,2480,2480,2500,259,259,2024-11-27,1,Qui
28217807,UTTAR PRADESH,JAUNPUR APMC,ONION,1701,1701,1701,0,259,2024-11-27,1,Qui
28218007,UTTAR PRADESH,MAHOBA,WHITE PEAS,3530,3550,3569,514,257,2024-11-27,1,Qui
28203074,ANDHRA PRADESH,KURNOOL,GROUND NUT,3519,5410,6400,154,255,2024-11-27,1,Qui
28211482,RAJASTHAN,AJMER F AND V,GREEN CHILLI,2200,2200,2258,255,255,2024-11-27,1,Qui
28216427,TAMIL NADU,VELLORE,PADDY(75 KG),1622,1935,3002,344,255,2024-11-27,1,Qui
28215076,RAJASTHAN,SRI DUNGARGARH,WHEAT,2454,2874,2984,0,254,2024-11-27,1,Qui
28218382,UTTAR PRADESH,SAFDARGANJ,PADDY COMMON,2250,2250,2250,254,254,2024-11-27,1,Qui
28215962,TAMIL NADU,KALLAKURICHI,MAIZE,1713,1900,2396,249,253,2024-11-27,1,Qui
28211466,RAJASTHAN,AJMER F AND V,CAULIFLOWER,1700,1792,17941,251,251,2024-11-27,1,Qui
28213948,RAJASTHAN,LALSOT,WHEAT,2660,2745,2792,173,251,2024-11-27,1,Qui
28203068,ANDHRA PRADESH,KURNOOL,CASTOR SEED,5019,5489,5616,220,250,2024-11-27,1,Qui
28206554,HARYANA,REWARI,PADDY-BASMATI1121,3781,4121,4165,331,250,2024-11-27,1,Qui
28212768,RAJASTHAN,DHOLPUR,WHEAT,2795,2795,2805,250,250,2024-11-27,1,Qui
28214284,RAJASTHAN,NAGOUR,SOUNF,6100,6500,7000,237,249,2024-11-27,1,Qui
28208598,KARNATAKA,APMC KALBURGI,TUR/ARHAR,8000,8000,10630,53,248,2024-11-27,1,Qui
28212558,RAJASTHAN,CHOMU GRAIN,GROUNDNUT LOCAL,5870,6000,7900,6,248,2024-11-27,1,Qui
28211559,RAJASTHAN,ALWAR,COTTON,6300,7200,7595,607,247,2024-11-27,1,Qui
28205419,HARYANA,JAKHAL,PADDY-DUPLICATE BASMATI,3200,3525,3525,386,245,2024-11-27,1,Qui
28208998,MADHYA PRADESH,PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),6000,8700,9480,245,245,2024-11-27,1,Qui
28213016,RAJASTHAN,HANUMANGARH TOWN,BAJRA,2451,2451,2496,245,245,2024-11-27,1,Qui
28205130,HARYANA,GURGAON,CAULIFLOWER,2685,3000,4000,205,244,2024-11-27,1,Qui
28209353,MAHARASHTRA,HINGANGHAT,WHEAT,2690,2835,2875,250,243,2024-11-27,1,Qui
28211963,RAJASTHAN,BHARATPUR,WHEAT,2780,2814,2881,90,242,2024-11-27,1,Qui
28208418,JAMMU AND KASHMIR,KULGAM,APPLE,15000,15000,16000,240,240,2024-11-27,1,Qui
28211700,RAJASTHAN,BARAN,WHEAT,2560,2861,2900,90,239,2024-11-27,1,Qui
28210028,ODISHA,BHAWANIPATNA,CABBAGE,2800,3100,3100,238,238,2024-11-27,1,Qui
28202881,ANDHRA PRADESH,DUGGIRALA,TURMERIC BULB,11100,11280,11950,64,236,2024-11-27,1,Qui
28205101,HARYANA,GURGAON,ORANGE,3000,3000,4000,139,235,2024-11-27,1,Qui
28204331,HARYANA,BHATTU KALAN APMC,PADDY,2945,3650,3749,233,233,2024-11-27,1,Qui
28203576,GUJARAT,BAGASARA,COTTON,6250,7600,7690,230,230,2024-11-27,1,Qui
28208437,JAMMU AND KASHMIR,NARWAL,APPLE GOLDEN-MEDIUM,9000,9000,9000,230,230,2024-11-27,1,Qui
28216965,TELANGANA,TIRUMALGIRI,PADDY IR64 NEW,2174,2314,2389,134,230,2024-11-27,1,Qui
28215792,TAMIL NADU,BOOTHAPADI,GROUND NUT,5011,7050,54011,306,229,2024-11-27,1,Qui
28204017,GUJARAT,WANKANER APMC,GROUNDNUT LOCAL,4860,4907,4961,228,228,2024-11-27,1,Qui
28211658,RAJASTHAN,BAJJU,MOTH ,4500,4601,4801,378,228,2024-11-27,1,Qui
28215585,RAJASTHAN,UDAIPUR F AND V,BOTTLE GOURD,1000,1500,1750,126,228,2024-11-27,1,Qui
28203288,CHANDIGARH,CHANDIGARH SECTOR-26,GREEN CHILLI,1700,2300,2500,58,227,2024-11-27,1,Qui
28213192,RAJASTHAN,JAIPUR F AND V MUHANA,GARLIC,18000,18000,18000,226,226,2024-11-27,1,Qui
28215479,RAJASTHAN,TONK,MUSTARD,5605,5944,6156,223,226,2024-11-27,1,Qui
28214873,RAJASTHAN,SANGARIYA,BAJRA,2350,2500,2508,224,224,2024-11-27,1,Qui
28203698,GUJARAT,HIMMATNAGAR,GROUND NUT,5055,6495,7105,221,221,2024-11-27,1,Qui
28214738,RAJASTHAN,RAMGANJ MANDI,CORIANDER  WHOLE,6350,6600,6851,620,221,2024-11-27,1,Qui
28203273,CHANDIGARH,CHANDIGARH SECTOR-26,POMEGRANATE,6000,8000,15000,76,220,2024-11-27,1,Qui
28205097,HARYANA,GURGAON,GUAVA,1955,1955,3522,39,220,2024-11-27,1,Qui
28212589,RAJASTHAN,CHOTTISADRI,SOYABEANS,3791,4241,4300,306,220,2024-11-27,1,Qui
28213721,RAJASTHAN,KESRISINGHPUR,GUAR SEEDS,4499,5033,5033,220,220,2024-11-27,1,Qui
28214248,RAJASTHAN,NAGOUR,JOWAR,3300,3500,4200,236,220,2024-11-27,1,Qui
28203934,GUJARAT,SANAND,WHEAT,2850,3045,3105,218,218,2024-11-27,1,Qui
28209597,MAHARASHTRA,SHAHADA,SOYABEANS,3999,4338,4369,218,218,2024-11-27,1,Qui
28216702,TELANGANA,KESAMUDRAM,PADDY JAI SRI RAM,2729,2932,3000,214,218,2024-11-27,1,Qui
28206298,HARYANA,PANIPAT,RADDISH,750,950,1000,217,217,2024-11-27,1,Qui
28203108,ANDHRA PRADESH,KURNOOL,RED CHILLI-DRY,2213,14613,14613,129,214,2024-11-27,1,Qui
28212953,RAJASTHAN,GOLUWALA,GUAR SEEDS,4100,4980,5020,212,212,2024-11-27,1,Qui
28213300,RAJASTHAN,JAIPUR GRAIN,BAJRA,2290,2400,2400,239,211,2024-11-27,1,Qui
28212696,RAJASTHAN,DEOLI,BAJRA,2400,2555,2575,230,210,2024-11-27,1,Qui
28214919,RAJASTHAN,SAWAI MADHOPUR,PADDY,2685,2700,3125,485,210,2024-11-27,1,Qui
28218435,UTTAR PRADESH,SAHIYAPUR,CAULIFLOWER,2265,2265,2270,210,210,2024-11-27,1,Qui
28218015,UTTAR PRADESH,MATHURA,PADDY,2700,2700,2700,467,209,2024-11-27,1,Qui
28203555,GUJARAT,AMRELI,SOYABEANS,3900,4050,4150,667,208,2024-11-27,1,Qui
28210227,ODISHA,DIGAPAHANDI,PUMPKIN,1200,1200,1200,208,208,2024-11-27,1,Qui
28217323,UTTAR PRADESH,BHARUASUMERPUR,WHEAT,2700,2700,2700,207,207,2024-11-27,1,Qui
28211025,ODISHA,RAIRANGPUR,PUMPKIN,1000,1000,1000,206,206,2024-11-27,1,Qui
28209390,MAHARASHTRA,KATOL,MAIZE,2125,2290,2290,210,205,2024-11-27,1,Qui
28210030,ODISHA,BHAWANIPATNA,CAULIFLOWER,3250,3250,3250,205,205,2024-11-27,1,Qui
28203044,ANDHRA PRADESH,KALIKIRI,TOMATO,3200,3730,4330,204,204,2024-11-27,1,Qui
28211855,RAJASTHAN,BARODAMEV,BAJRA,2475,2476,2486,201,203,2024-11-27,1,Qui
28213288,RAJASTHAN,JAIPUR F AND V MUHANA,POTATO SWEET,2200,2200,2200,211,203,2024-11-27,1,Qui
28203965,GUJARAT,UNAVA APMC,CASTOR SEED,6315,6385,6400,297,202,2024-11-27,1,Qui
28218595,UTTAR PRADESH,URAI,WHEAT,2710,2750,2825,680,202,2024-11-27,1,Qui
28209299,MAHARASHTRA,CHOPADA,MAIZE-NEW,2152,2172,2241,1645,201,2024-11-27,1,Qui
28213896,RAJASTHAN,KOTA F AND V,ONION RED,500,1500,3200,760,201,2024-11-27,1,Qui
28208431,JAMMU AND KASHMIR,NARWAL,APPLE,6500,6500,6500,200,200,2024-11-27,1,Qui
28215038,RAJASTHAN,SIKAR,RADDISH,300,500,2700,101,200,2024-11-27,1,Qui
28215538,RAJASTHAN,UDAIPUR F AND V,PINE APPLE,3000,3000,3000,90,200,2024-11-27,1,Qui
28215932,TAMIL NADU,ILUPPUR,COCONUT DEHUSKED IN QUINTAL,200,200,200,200,200,2024-11-27,1,Qui
28218065,UTTAR PRADESH,MUSKERA,WHITE PEAS,3600,3600,3600,200,200,2024-11-27,1,Qui
28218762,UTTARAKHAND,HALDWANI,TOMATO,400,400,400,200,200,2024-11-27,1,Qui
28203741,GUJARAT,KALAVAD,CHANA (BENGAL GRAM),6255,6255,6255,0,199,2024-11-27,1,Qui
28209018,MADHYA PRADESH,SATNA,MASOOR,4351,5840,6021,219,199,2024-11-27,1,Qui
28209134,MADHYA PRADESH,VIDISHA,CHANA (BENGAL GRAM)-DESI,5540,6409,6666,199,199,2024-11-27,1,Qui
28212512,RAJASTHAN,CHOMU F AND V,CAULIFLOWER,2050,2050,3680,168,199,2024-11-27,1,Qui
28213793,RAJASTHAN,KHANPUR,MUSTARD,5750,6040,6199,333,199,2024-11-27,1,Qui
28217234,UTTAR PRADESH,BADAUN,POTATO,1700,1700,1700,67,199,2024-11-27,1,Qui
28204106,HARYANA,BARWALA HISAR,BANANA,2000,2000,5000,75,198,2024-11-27,1,Qui
28206126,HARYANA,PANIPAT,PADDY-BASMATI ,5213,5362,5451,160,198,2024-11-27,1,Qui
28208897,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,WHEAT,2260,2632,2932,213,198,2024-11-27,1,Qui
28210214,ODISHA,DIGAPAHANDI,CABBAGE,2000,2000,2000,198,198,2024-11-27,1,Qui
28210217,ODISHA,DIGAPAHANDI,CAULIFLOWER,2600,2600,2600,197,197,2024-11-27,1,Qui
28211712,RAJASTHAN,BARAN,URAD (BLACK GRAM),6000,6425,7200,0,197,2024-11-27,1,Qui
28213180,RAJASTHAN,JAIPUR F AND V MUHANA,WATER MELON,1200,1200,1200,196,196,2024-11-27,1,Qui
28215027,RAJASTHAN,SIKAR,ONION,1200,2000,4000,412,196,2024-11-27,1,Qui
28205094,HARYANA,GURGAON,BANANA,1855,2522,2655,157,195,2024-11-27,1,Qui
28206142,HARYANA,PANIPAT,PADDY-DUPLICATE BASMATI,3200,3526,3526,50,195,2024-11-27,1,Qui
28208950,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-UDAIPURA,PADDY,2630,2725,2730,195,195,2024-11-27,1,Qui
28210208,ODISHA,DIGAPAHANDI,BITTER GOURD,2500,2500,2500,195,195,2024-11-27,1,Qui
28216775,TELANGANA,NARAYANPET,REDGRAM-RED,10681,10978,11090,558,195,2024-11-27,1,Qui
28209224,MAHARASHTRA,AMARAVATHI,CHANA (BENGAL GRAM),6135,6235,6500,466,194,2024-11-27,1,Qui
28210205,ODISHA,DIGAPAHANDI,SWEET CORN ,2100,2100,2100,193,193,2024-11-27,1,Qui
28212726,RAJASTHAN,DEOLI,MUSTARD,4977,6255,6255,107,192,2024-11-27,1,Qui
28217288,UTTAR PRADESH,BARABANKI,POTATO,1800,1800,1815,192,192,2024-11-27,1,Qui
28209220,MAHARASHTRA,AMARAVATHI,TUR/ARHAR,9500,10150,10150,368,191,2024-11-27,1,Qui
28213276,RAJASTHAN,JAIPUR F AND V MUHANA,PUMPKIN,1600,1700,1800,191,191,2024-11-27,1,Qui
28213803,RAJASTHAN,KHANPUR,CHANA (BENGAL GRAM) ,5300,6431,6450,99,191,2024-11-27,1,Qui
28203292,CHANDIGARH,CHANDIGARH SECTOR-26,LEMON,3300,3500,4500,125,190,2024-11-27,1,Qui
28210198,ODISHA,DIGAPAHANDI,RAW BANANA,1800,1800,1800,190,190,2024-11-27,1,Qui
28214616,RAJASTHAN,PRATAPGARH RJ,GARLIC,5100,21450,29780,190,190,2024-11-27,1,Qui
28217282,UTTAR PRADESH,BANGARMAU,WHEAT,2700,2700,2705,190,190,2024-11-27,1,Qui
28205329,HARYANA,HISAR APMC,COTTON,7150,7180,7200,270,189,2024-11-27,1,Qui
28219324,UTTARAKHAND,ROORKEE,ONION,1650,1650,1650,189,189,2024-11-27,1,Qui
28214453,RAJASTHAN,NOKHA,MOONG WHOLE (GREEN GRAM),7000,7200,7200,106,188,2024-11-27,1,Qui
28211354,RAJASTHAN,AJMER F AND V,APPLE,6900,6900,6912,187,187,2024-11-27,1,Qui
28203483,CHHATTISGARH,RAJNANDGAON,PADDY-MTU 1010,2250,2325,2325,164,186,2024-11-27,1,Qui
28209416,MAHARASHTRA,KOLHAPUR,CAULIFLOWER,2495,2500,2500,184,184,2024-11-27,1,Qui
28212562,RAJASTHAN,CHOMU GRAIN,GUAR SEEDS,4700,4713,4750,88,184,2024-11-27,1,Qui
28203062,ANDHRA PRADESH,KURNOOL,MAIZE,2109,2249,2249,89,183,2024-11-27,1,Qui
28212764,RAJASTHAN,DHOLPUR,BAJRA,2400,2400,2420,243,183,2024-11-27,1,Qui
28216970,TELANGANA,TIRUMALGIRI,PADDY RNR,2174,2630,2850,350,183,2024-11-27,1,Qui
28208723,MADHYA PRADESH,DEWAS,WHEAT,2759,3045,3045,201,182,2024-11-27,1,Qui
28214086,RAJASTHAN,MAHUWA RJ,WHEAT,2577,2700,2700,182,182,2024-11-27,1,Qui
28215077,RAJASTHAN,SRI DUNGARGARH,ISABGOL,4425,11241,12541,0,182,2024-11-27,1,Qui
28209283,MAHARASHTRA,CHANDUR BAZAR,SOYA-YELLOW,4020,4120,4260,115,181,2024-11-27,1,Qui
28217890,UTTAR PRADESH,KHALILABAD,TOMATO,2200,2200,2200,181,181,2024-11-27,1,Qui
28213528,RAJASTHAN,JODHPUR F AND V,POTATO SWEET,1700,1800,2000,140,180,2024-11-27,1,Qui
28214110,RAJASTHAN,MALPURA,WHEAT,2721,2755,2770,180,180,2024-11-27,1,Qui
28212756,RAJASTHAN,DEOLI,URAD (BLACK GRAM),4005,6375,6800,349,179,2024-11-27,1,Qui
28210616,ODISHA,KENDRAPARA,PUMPKIN,1000,1000,1000,178,178,2024-11-27,1,Qui
28203594,GUJARAT,BHUJ,GUAR SEEDS,4854,4895,4907,177,177,2024-11-27,1,Qui
28205411,HARYANA,JAKHAL,PADDY-BASMATI1121,3210,3595,3756,215,177,2024-11-27,1,Qui
28212201,RAJASTHAN,BIKANER F AND V,CABBAGE,2970,3000,3000,142,177,2024-11-27,1,Qui
28214080,RAJASTHAN,MAHUWA RJ,BAJRA,2400,2588,2588,177,177,2024-11-27,1,Qui
28214923,RAJASTHAN,SAWAI MADHOPUR,WHEAT,2685,2695,2740,50,177,2024-11-27,1,Qui
28218601,UTTAR PRADESH,URAI,MASOOR,5800,5900,5900,0,177,2024-11-27,1,Qui
28203277,CHANDIGARH,CHANDIGARH SECTOR-26,GARLIC,14000,15000,20000,68,176,2024-11-27,1,Qui
28206164,HARYANA,PANIPAT,GUAVA,900,1852,1852,176,176,2024-11-27,1,Qui
28206207,HARYANA,PANIPAT,PEAS GREEN ,1750,2000,2000,175,175,2024-11-27,1,Qui
28211206,PUNJAB,MUKTSAR,COTTON,7300,7320,7350,256,175,2024-11-27,1,Qui
28213726,RAJASTHAN,KESRISINGHPUR,MOONG WHOLE (GREEN GRAM),4500,6281,6501,182,175,2024-11-27,1,Qui
28213004,RAJASTHAN,HANUMANGARH,GUAR SEEDS,4655,5025,5025,174,174,2024-11-27,1,Qui
28209031,MADHYA PRADESH,SEHORA,WHEAT,2873,2894,2894,173,173,2024-11-27,1,Qui
28212163,RAJASTHAN,BIKANER F AND V,PEAS GREEN ,5450,5470,5500,140,173,2024-11-27,1,Qui
28203537,GUJARAT,AMRELI,GROUND NUT,4671,5180,5520,1242,172,2024-11-27,1,Qui
28208880,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-ANJAD,COTTON,6080,6110,7160,172,172,2024-11-27,1,Qui
28202956,ANDHRA PRADESH,GUNTUR,CHILLI-4884 A/C,9000,16000,16000,146,171,2024-11-27,1,Qui
28205121,HARYANA,GURGAON,BRINJAL,1855,2000,2522,0,171,2024-11-27,1,Qui
28205524,HARYANA,KALANWALI,GUAR SEEDS,3900,4745,4880,74,171,2024-11-27,1,Qui
28213144,RAJASTHAN,JAIPUR F AND V MUHANA,CUSTARD APPLE,2500,2600,2600,171,171,2024-11-27,1,Qui
28206304,HARYANA,PANIPAT,SPINACH (PALAK),700,800,1000,169,170,2024-11-27,1,Qui
28209635,MAHARASHTRA,WARDHA,SOYA-LOCAL,3880,3980,4190,250,170,2024-11-27,1,Qui
28209169,MAHARASHTRA,AHMEDNAGAR,JOWAR,3290,3525,3570,169,169,2024-11-27,1,Qui
28212625,RAJASTHAN,DAUSA,MUSTARD,5600,5825,6200,100,169,2024-11-27,1,Qui
28203221,ANDHRA PRADESH,TENALI,LEMON,2300,2310,2960,170,168,2024-11-27,1,Qui
28213630,RAJASTHAN,KEKRI,MAIZE,2244,2541,3677,168,168,2024-11-27,1,Qui
28214325,RAJASTHAN,NIMBAHERA,MUSTARD,5551,6026,6026,116,168,2024-11-27,1,Qui
28218052,UTTAR PRADESH,MORADABAD,GREEN CHILLI,2550,2560,2860,76,168,2024-11-27,1,Qui
28217418,UTTAR PRADESH,CHANDAUSI,POTATO,2080,2110,2120,167,167,2024-11-27,1,Qui
28212216,RAJASTHAN,BIKANER F AND V,CAULIFLOWER,2770,2780,2800,106,166,2024-11-27,1,Qui
28208980,MADHYA PRADESH,MORENA,BAJRA,2440,2446,2454,165,165,2024-11-27,1,Qui
28212482,RAJASTHAN,CHOMU F AND V,CHILLIES,2610,2650,2660,111,165,2024-11-27,1,Qui
28213519,RAJASTHAN,JODHPUR F AND V,POTATO,2200,2200,2200,140,165,2024-11-27,1,Qui
28213501,RAJASTHAN,JODHPUR F AND V,CUCUMBER,2000,2000,2400,93,165,2024-11-27,1,Qui
28216833,TELANGANA,NIZAMABAD,TURMERIC FINGER,11006,12500,14514,59,165,2024-11-27,1,Qui
28211794,RAJASTHAN,BARMER,CHILLI BANGARAM,6510,6510,6510,164,164,2024-11-27,1,Qui
28215180,RAJASTHAN,SRIGANGANAGAR F AND V,BANANA,3400,3400,3400,164,164,2024-11-27,1,Qui
28202937,ANDHRA PRADESH,GUNTUR,CHILLI-341,4400,11000,14000,543,163,2024-11-27,1,Qui
28203498,CHHATTISGARH,RAJNANDGAON,SOYABEANS,4000,4200,4225,127,163,2024-11-27,1,Qui
28203715,GUJARAT,JETPUR,WHEAT,2750,3250,3250,163,163,2024-11-27,1,Qui
28205163,HARYANA,HANSI,AMERICAN-COTTON,7000,7421,7421,163,163,2024-11-27,1,Qui
28209007,MADHYA PRADESH,PIPARIYA,GREEN GRAM,6070,7200,7460,156,163,2024-11-27,1,Qui
28210495,ODISHA,JALESWAR,PUMPKIN,2200,2200,2200,162,162,2024-11-27,1,Qui
28209175,MAHARASHTRA,AHMEDNAGAR,MAIZE,2255,2315,2315,161,161,2024-11-27,1,Qui
28208969,MADHYA PRADESH,MANDLA,PADDY,2020,2025,2025,160,160,2024-11-27,1,Qui
28209787,ODISHA,BALASORE,PUMPKIN,1800,1800,1800,160,160,2024-11-27,1,Qui
28210434,ODISHA,JAGATSINGHPUR,PUMPKIN,1100,1100,1100,160,160,2024-11-27,1,Qui
28213960,RAJASTHAN,LALSOT,MUSTARD,6012,6057,6226,56,160,2024-11-27,1,Qui
28217340,UTTAR PRADESH,BILSI,WHEAT,2800,2800,2800,160,160,2024-11-27,1,Qui
28211451,RAJASTHAN,AJMER F AND V,CABBAGE,1400,1426,1440,159,159,2024-11-27,1,Qui
28213110,RAJASTHAN,ITAWA,URAD (BLACK GRAM),5299,6411,7581,159,159,2024-11-27,1,Qui
28213221,RAJASTHAN,JAIPUR F AND V MUHANA,CABBAGE,2200,2200,2200,158,158,2024-11-27,1,Qui
28214566,RAJASTHAN,PILIBANGA,GUAR SEEDS,4700,4906,4936,168,158,2024-11-27,1,Qui
28218119,UTTAR PRADESH,NAWABGANJ APMC,PADDY,2200,2210,2210,158,158,2024-11-27,1,Qui
28209555,MAHARASHTRA,PARTUR,SOYABEANS,3600,4220,4260,148,156,2024-11-27,1,Qui
28218503,UTTAR PRADESH,SHAHBAD HARDOI,WHEAT,2600,2600,2600,156,156,2024-11-27,1,Qui
28203190,ANDHRA PRADESH,PIDUGURALLA,CHILLI-334,9000,11500,14000,155,155,2024-11-27,1,Qui
28212905,RAJASTHAN,GANGAPUR CITY,WHEAT,2700,2743,2750,348,155,2024-11-27,1,Qui
28214220,RAJASTHAN,NADBAI,MUSTARD,5943,6017,6319,155,155,2024-11-27,1,Qui
28218266,UTTAR PRADESH,PRAYAGRAJ,POTATO,1610,1620,1623,155,155,2024-11-27,1,Qui
28208933,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-LASHKAR,JOWAR-YELLOW,2255,2290,2350,144,154,2024-11-27,1,Qui
28209600,MAHARASHTRA,SHAHADA,CHANA (BENGAL GRAM),5205,6366,6401,154,154,2024-11-27,1,Qui
28212571,RAJASTHAN,CHOTTISADRI,MAIZE,2000,2280,2700,154,154,2024-11-27,1,Qui
28211890,RAJASTHAN,BASSI,GUAR SEEDS,4600,4600,4788,15,153,2024-11-27,1,Qui
28212648,RAJASTHAN,DEEG,BAJRA,2400,2401,2402,153,153,2024-11-27,1,Qui
28215205,RAJASTHAN,SRIGANGANAGAR F AND V,PAPAYA,3000,3000,3000,153,153,2024-11-27,1,Qui
28207295,HARYANA,SIWANI,MOONG WHOLE (GREEN GRAM),6850,6920,6950,152,152,2024-11-27,1,Qui
28218056,UTTAR PRADESH,MORADABAD,TOMATO,2250,2250,2270,48,152,2024-11-27,1,Qui
28209594,MAHARASHTRA,SHAHADA,WHEAT,2261,2365,2471,150,150,2024-11-27,1,Qui
28211046,ODISHA,RAYAGADA,TOMATO,2900,2900,2900,150,150,2024-11-27,1,Qui
28212773,RAJASTHAN,DHOLPUR,MUSTARD,6000,6050,6050,105,150,2024-11-27,1,Qui
28217949,UTTAR PRADESH,LALITPUR,WHEAT-BHANSI,2350,2375,2500,150,150,2024-11-27,1,Qui
28207502,HARYANA,SONEPAT,ONION,2000,3800,4200,72,149,2024-11-27,1,Qui
28209947,ODISHA,BETNOTI,PUMPKIN,900,1000,1000,149,149,2024-11-27,1,Qui
28205123,HARYANA,GURGAON,CABBAGE,1855,2000,2000,70,148,2024-11-27,1,Qui
28209779,ODISHA,BALASORE,CUCUMBER,3000,3000,3000,148,148,2024-11-27,1,Qui
28216647,TELANGANA,JAGTIAL,MAIZE,1680,2388,2401,47,148,2024-11-27,1,Qui
28213543,RAJASTHAN,JODHPUR GRAIN,ISBGOL (PSYLLIUM HUSK) ,12000,12500,14100,82,147,2024-11-27,1,Qui
28213642,RAJASTHAN,KEKRI,COTTON,6557,7088,7377,151,147,2024-11-27,1,Qui
28214913,RAJASTHAN,SAWAI MADHOPUR,BAJRA,2425,2425,2425,328,147,2024-11-27,1,Qui
28214011,RAJASTHAN,M. KISHANGARH,MAIZE,2251,2381,3590,33,146,2024-11-27,1,Qui
28208640,MADHYA PRADESH,BERASIA,WHEAT,2500,2626,2955,300,145,2024-11-27,1,Qui
28202944,ANDHRA PRADESH,GUNTUR,CHILLI-341 A/C,8000,13000,14500,448,144,2024-11-27,1,Qui
28213445,RAJASTHAN,JHUNJHUNU,LOBIA,6025,6100,6200,144,144,2024-11-27,1,Qui
28202963,ANDHRA PRADESH,GUNTUR,CHILLI-5,7500,9000,12000,112,143,2024-11-27,1,Qui
28210620,ODISHA,KENDUPATNA,RAW BANANA,1350,1350,1350,143,143,2024-11-27,1,Qui
28212551,RAJASTHAN,CHOMU GRAIN,BAJRA,2350,2500,2500,104,143,2024-11-27,1,Qui
28208825,MADHYA PRADESH,KAROND,SOYA-YELLOW,3818,4000,4200,863,142,2024-11-27,1,Qui
28209760,ODISHA,BALASORE,PAPAYA,1600,1600,1600,142,142,2024-11-27,1,Qui
28211930,RAJASTHAN,BHADRA,GUAR SEEDS,4730,4926,5010,142,142,2024-11-27,1,Qui
28212615,RAJASTHAN,DAUSA,WHEAT,2810,2850,2910,166,142,2024-11-27,1,Qui
28215144,RAJASTHAN,SRI VIJAYNAGAR,PADDY,2486,2486,3100,141,141,2024-11-27,1,Qui
28208169,HIMACHAL PRADESH,KANGRA,TOMATO,4000,4000,4200,140,140,2024-11-27,1,Qui
28211042,ODISHA,RAYAGADA,GREEN CHILLI,5000,5000,5000,140,140,2024-11-27,1,Qui
28211619,RAJASTHAN,ANTA,SOYABEANS,3900,4070,4177,149,140,2024-11-27,1,Qui
28211920,RAJASTHAN,BEAWAR,GUAR SEEDS,5181,5182,5202,140,140,2024-11-27,1,Qui
28212375,RAJASTHAN,CHABRA,SOYABEANS,4259,4259,4322,140,140,2024-11-27,1,Qui
28212601,RAJASTHAN,CHURU,POTATO,2100,2100,2100,40,140,2024-11-27,1,Qui
28213735,RAJASTHAN,KHAIRTHAL,WHEAT,2725,2865,2865,18,140,2024-11-27,1,Qui
28209531,MAHARASHTRA,NANDED,TURMERIC FINGER,12195,13695,13885,139,139,2024-11-27,1,Qui
28213749,RAJASTHAN,KHAIRTHAL,GUAR SEEDS,4000,4600,6000,0,139,2024-11-27,1,Qui
28203417,CHHATTISGARH,RAIPUR,PADDY-BPT,2451,2451,2480,93,138,2024-11-27,1,Qui
28210220,ODISHA,DIGAPAHANDI,IVY GOURD (KUNDRU),2000,2000,2000,138,138,2024-11-27,1,Qui
28203655,GUJARAT,DHANERA,CASTOR SEED,6295,6355,6370,137,137,2024-11-27,1,Qui
28204189,HARYANA,BARWALA HISAR,ONION,3000,4000,5000,50,137,2024-11-27,1,Qui
28204169,HARYANA,BARWALA HISAR,CARROT,1000,2000,2500,48,137,2024-11-27,1,Qui
28213041,RAJASTHAN,HANUMANGARH TOWN,MOONG WHOLE (GREEN GRAM),5400,6655,6705,137,137,2024-11-27,1,Qui
28209258,MAHARASHTRA,BEED,SOYA WHITE,3980,4010,4200,124,136,2024-11-27,1,Qui
28209309,MAHARASHTRA,CHOPADA,SOYABEANS,3300,4091,4242,156,136,2024-11-27,1,Qui
28212284,RAJASTHAN,BIKANER F AND V,RADDISH,670,695,700,62,136,2024-11-27,1,Qui
28213052,RAJASTHAN,HINDOUN,WHEAT,2750,2750,2800,135,135,2024-11-27,1,Qui
28214472,RAJASTHAN,PADAMPUR,MUSTARD,5790,5790,5830,135,135,2024-11-27,1,Qui
28216823,TELANGANA,NIZAMABAD,TURMERIC BULB,11550,11550,13400,145,135,2024-11-27,1,Qui
28218236,UTTAR PRADESH,PRATAPGARH,AMLA,1400,1400,1400,135,135,2024-11-27,1,Qui
28216247,TAMIL NADU,THIRUKOVILUR,MAIZE-NEW,1710,1900,2288,176,134,2024-11-27,1,Qui
28217611,UTTAR PRADESH,GORAKHPUR,CUCUMBER,710,710,720,134,134,2024-11-27,1,Qui
